trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.48, 'e': 0.9801986733067553}",35,0,-300.1024552630571,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 6}",0
2,False,"{'a': 0.45999999999999996, 'e': 0.9607894391523232}",30,0,-105.01121754635702,"{0: 18, 1: 1, 2: 10, 3: 1, 4: 0}",0
3,False,"{'a': 0.43999999999999995, 'e': 0.9417645335842487}",30,0,-112.40050782142053,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.41999999999999993, 'e': 0.9231163463866358}",20,0,-87.66965432214208,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
5,False,"{'a': 0.3999999999999999, 'e': 0.9048374180359595}",30,0,-31.066655466456826,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
6,False,"{'a': 0.3799999999999999, 'e': 0.8869204367171575}",20,0,-82.22554156910498,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
7,False,"{'a': 0.3599999999999999, 'e': 0.8693582353988059}",20,14,9.282374036356726,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.33999999999999986, 'e': 0.8521437889662113}",25,11,-52.19685436565422,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
9,False,"{'a': 0.31999999999999984, 'e': 0.835270211411272}",20,0,-160.60149162375419,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
10,False,"{'a': 0.2999999999999998, 'e': 0.8187307530779818}",20,0,-60.955074684614154,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
11,False,"{'a': 0.2799999999999998, 'e': 0.8025187979624785}",25,8,-14.503423732941386,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.2599999999999998, 'e': 0.7866278610665535}",20,0,-150.36259921247682,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
13,False,"{'a': 0.2399999999999998, 'e': 0.7710515858035663}",25,2,-96.54257266372406,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
14,False,"{'a': 0.2199999999999998, 'e': 0.7557837414557255}",20,3,-94.44183400781792,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
15,False,"{'a': 0.19999999999999982, 'e': 0.7408182206817179}",25,0,-98.77352142503229,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
16,False,"{'a': 0.19999999999999982, 'e': 0.7261490370736909}",20,8,15.299015793327051,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.19999999999999982, 'e': 0.7117703227626097}",20,0,-53.15524831481458,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.19999999999999982, 'e': 0.697676326071031}",20,0,-110.32215509912695,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
19,False,"{'a': 0.19999999999999982, 'e': 0.6838614092123558}",25,0,-141.6213147640863,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
20,False,"{'a': 0.19999999999999982, 'e': 0.6703200460356393}",20,0,-30.024481921279477,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
21,False,"{'a': 0.19999999999999982, 'e': 0.6570468198150567}",20,0,-37.212115855340144,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
22,False,"{'a': 0.19999999999999982, 'e': 0.6440364210831414}",20,0,-0.5135837333121587,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
23,False,"{'a': 0.19999999999999982, 'e': 0.631283645506926}",20,0,-24.12118154336135,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
24,False,"{'a': 0.19999999999999982, 'e': 0.6187833918061408}",20,7,-58.117700123458334,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
25,False,"{'a': 0.19999999999999982, 'e': 0.6065306597126334}",25,0,-39.50067129093487,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
26,False,"{'a': 0.19999999999999982, 'e': 0.5945205479701944}",20,9,-4.242631327074188,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
27,False,"{'a': 0.19999999999999982, 'e': 0.5827482523739896}",20,0,-56.04816112481169,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
28,False,"{'a': 0.19999999999999982, 'e': 0.5712090638488149}",25,0,-98.39439029464974,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.19999999999999982, 'e': 0.559898366565402}",20,6,-89.80562128821144,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
30,False,"{'a': 0.19999999999999982, 'e': 0.5488116360940265}",25,0,-118.9678996151155,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.19999999999999982, 'e': 0.5379444375946745}",20,0,-76.68167170082039,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
32,False,"{'a': 0.19999999999999982, 'e': 0.5272924240430485}",20,0,0.5220854397382416,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
33,False,"{'a': 0.19999999999999982, 'e': 0.5168513344916992}",25,0,-27.537370875102358,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
34,False,"{'a': 0.19999999999999982, 'e': 0.5066169923655895}",30,15,-41.21443445979257,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
35,False,"{'a': 0.19999999999999982, 'e': 0.49658530379140947}",25,15,8.571641314574673,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
36,False,"{'a': 0.19999999999999982, 'e': 0.4867522559599717}",20,5,1.2763148262210717,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
37,False,"{'a': 0.19999999999999982, 'e': 0.4771139155210344}",20,0,-57.15826712682021,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
38,False,"{'a': 0.19999999999999982, 'e': 0.46766642700990924}",20,0,-22.858826872246325,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
39,False,"{'a': 0.19999999999999982, 'e': 0.4584060113052235}",35,8,1.5340887097336255,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.19999999999999982, 'e': 0.44932896411722156}",35,16,-8.57270259739192,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
41,False,"{'a': 0.19999999999999982, 'e': 0.44043165450599925}",20,0,10.222010208887419,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
42,False,"{'a': 0.19999999999999982, 'e': 0.43171052342907973}",20,3,-18.225651694916998,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.19999999999999982, 'e': 0.4231620823177488}",25,5,-24.991024317273457,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.19999999999999982, 'e': 0.4147829116815814}",25,5,-8.006347827720962,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
45,False,"{'a': 0.19999999999999982, 'e': 0.4065696597405991}",30,5,-38.18469133941488,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",1
46,False,"{'a': 0.19999999999999982, 'e': 0.39851904108451414}",20,0,-24.14197386360607,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.19999999999999982, 'e': 0.3906278353585211}",25,10,-17.123955095248245,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.19999999999999982, 'e': 0.38289288597511206}",25,6,-93.23651842735697,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 1}",1
49,False,"{'a': 0.19999999999999982, 'e': 0.37531109885139957}",25,0,-28.51815888090572,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
50,False,"{'a': 0.19999999999999982, 'e': 0.36787944117144233}",25,0,-20.257687682111996,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
51,False,"{'a': 0.19999999999999982, 'e': 0.3605949401730783}",20,0,-10.663725209993943,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
52,False,"{'a': 0.19999999999999982, 'e': 0.35345468195878016}",25,10,-5.545684985624093,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.19999999999999982, 'e': 0.3464558103300574}",25,0,10.329440209002467,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
54,False,"{'a': 0.19999999999999982, 'e': 0.3395955256449391}",35,19,-12.702288211891773,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
55,False,"{'a': 0.19999999999999982, 'e': 0.33287108369807955}",25,10,-15.077908575089467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.19999999999999982, 'e': 0.32627979462303947}",20,0,2.916811172800288,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
57,False,"{'a': 0.19999999999999982, 'e': 0.31981902181630384}",20,11,-7.555755709896949,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.19999999999999982, 'e': 0.3134861808826053}",25,20,6.535041389588384,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.19999999999999982, 'e': 0.30727873860113125}",25,0,-19.35169160386877,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
60,False,"{'a': 0.19999999999999982, 'e': 0.30119421191220214}",25,19,9.999038390699345,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.19999999999999982, 'e': 0.2952301669240142}",20,0,15.982888258597132,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
62,False,"{'a': 0.19999999999999982, 'e': 0.2893842179390506}",20,11,-25.945648684044947,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.19999999999999982, 'e': 0.2836540264997704}",25,10,-68.81189211816564,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 2}",1
64,False,"{'a': 0.19999999999999982, 'e': 0.27803730045319414}",30,0,-38.5061047844202,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
65,False,"{'a': 0.19999999999999982, 'e': 0.2725317930340126}",25,17,8.45583435448105,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.19999999999999982, 'e': 0.26713530196585034}",20,0,-7.497790168140756,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
67,False,"{'a': 0.19999999999999982, 'e': 0.261845668580326}",20,6,-0.0716654193536892,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.19999999999999982, 'e': 0.2566607769535559}",25,18,11.53486385530232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.19999999999999982, 'e': 0.25157855305975646}",30,11,-29.2486862630504,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
